리뷰,rep,index,Processing
의외로 넓다?,0,274,"['의외로', '넓다']"
좋다,0,275,['좋다']
한강은 최고죠,0,276,"['한강', '은', '최고', '죠']"
굿!,0,277,['굿']
아주 좋아요,0,278,"['아주', '좋다']"
좋음,0,279,['좋다']
너무좋아요!,0,280,"['너무', '좋다']"
그냥 한강공원,0,281,"['그냥', '한강', '공원']"
"정말,잘바읍니다",0,282,"['정말', '자다', '바읍니', '다']"
아름다운곳,0,283,"['아름답다', '곳']"
구뜨,0,284,['뜨다']
좋았습니다,0,285,['좋다']
안함..,0,286,"['안함', '..']"
코로나,1,286,['코로나']
평온하다.,0,287,['평온하다']
자연그대로,0,288,"['자연', '그대로']"
강지와 산책코스,0,289,"['강', '지', '오다', '산책', '코스']"
도심속 휴양지,0,290,"['도심', '속', '휴양지']"
드론연습장,0,291,"['드론', '연습장']"
한적한 한강공원.,0,292,"['한적하다', '한강', '공원']"
비가많이옴,0,293,"['비', '많이', '옴']"
한강 산책로에서,0,294,"['한강', '산책로']"
천호동공원 한강공원,0,295,"['천호동', '공원', '한강', '공원']"
시원해~~~!!,0,296,"['시원하다', '~~~!!']"
조아요,0,297,['좋다']
힐링타임,0,298,"['힐링', '타임']"
테니스공원,0,299,"['테니스공', '원']"
자전거,0,300,['자전거']
한강 굿,0,301,"['한강', '굿']"
그닥‥,0,302,"['그닥', '‥']"
한강공원,0,303,"['한강', '공원']"
가족나들이,0,304,"['가족', '나들이']"
광나루 ~~,0,305,"['광나루', '~~']"
좋아요,0,306,['좋다']
좋아요,0,307,['좋다']
좋아요,0,308,['좋다']
좋아요,0,309,['좋다']
굿,0,310,['굿']
굿,0,311,['굿']
좋아요,0,312,['좋다']
좋아요,0,313,['좋다']
아주좋아요,0,314,"['아주', '좋다']"
좋아요.,0,315,['좋다']
"아침 낮 밤 산책으로 너무 좋아요, 주차해두고 실내데이트하기도 좋아요",0,316,"['아침', '낮', '밤', '산책', '너무', '좋다', '주차', '하다', '두다', '실내', '데이트', '기도', '좋다']"
항상 사람이 붐비지 않기 때문에 방문하기 좋은 곳입니다.,0,317,"['항상', '사람', '붐비다', '않다', '때문', '방문', '하다', '좋다', '곳', '이다']"
"산책하기에도 좋고, 앉아서 한강을 바라보는 것도 좋습니다.",1,317,"['산책', '하다', '좋다', '앉다', '한강', '바라보다', '도', '좋다']"
한강공원은 많지만 가장 조용하고 편안한 공원은 이곳입니다.,2,317,"['한강', '공원', '은', '많다', '가장', '조용하다', '편안하다', '공원', '은', '곳', '이다']"
"- 가족, 커플, 싱글을 위한 매우 정돈되고 아름다운 곳입니다 🌷",0,318,"['가족', '커플', '싱글', '위', '한', '매우', '정돈', '되다', '아름답다', '곳', '이다', '🌷']"
"- 배드민턴, 축구, 수영장, 테니스장을 지정하여 운영하고 있습니다.",1,318,"['배드민턴', '축구', '수영장', '테니스장', '지정', '하다', '운영', '하고']"
- 한강물을 만져볼 수 있는 곳도 있습니다.,2,318,"['한', '강물', '만지다', '볼', '수', '곳도']"
- 야경이 정말 멋지네요 ❣,3,318,"['야경', '정말', '멋지다', '❣']"
- 주차공간도 많고 거의 무료예요😋,4,318,"['주차공간', '도', '많다', '무료', '예요', '😋']"
- 적극 추천합니다 🙂,5,318,"['적극', '추천', '하다', '🙂']"
"시민을 위한 공공수영장
합리적인 가격과 좋은 상태",0,319,"['시민', '위', '한', '공공', '수영장', '\r\n', '합리', '적', '인', '가격', '좋다', '상태']"
오늘은 날씨가 꽤 추워서 사람이 많지 않네요.,0,320,"['오늘', '은', '날씨', '꽤', '춥다', '사람', '많다', '않다']"
공원은 잘 관리되어 있지만 드론 발사대 지역이 약간 진흙탕이었습니다.,1,320,"['공원', '은', '자다', '관리', '되어다', '드론', '발사', '대', '지역', '진흙탕', '이다']"
"이곳에서는 합법적으로 드론을 날릴 수 있고, 모형비행기와 헬리콥터를 조종하는 사람들, 경주용 드론을 조종하는 사람들도 있습니다.",0,321,"['곳', '에서는', '합법', '적', '드론', '날리다', '수', '모형비행기', '헬리콥터', '조종', '하다', '사람', '경주', '용', '드론', '조종', '하다', '사람', '도']"
오후를 보내기에 좋은 곳.,0,322,"['오후', '보내다', '좋다', '곳']"
"한강 바로 옆에는 산책로, 자전거길, 드론파크, 어린이놀이터, 스케이트파크가 많습니다.",1,322,"['한강', '옆', '에는', '산책로', '자전거', '길', '드론', '파크', '어린이', '놀이터', '스케이트', '파크', '많다']"
주변 지역에 녹지가 많습니다.,2,322,"['주변', '지역', '녹지', '많다']"
이곳에서 바라보는 일몰이 정말 마음에 들었습니다.,3,322,"['곳', '바라보다', '일몰', '정말', '마음', '들다']"
다행히 이날 하늘은 정말 아름다웠습니다.,4,322,"['다행하다', '날', '하늘', '은', '정말', '아름답다']"
매우 활기찬 곳.,5,322,"['매우', '활기차다', '곳']"
화장실도 깨끗합니다.,0,323,"['화장실', '도', '깨끗하다']"
아름다운 신선한 공기,0,324,"['아름답다', '신선하다', '공기']"
이것은 긴 지역에 있습니다.,0,325,"['은', '기다', '지역']"
천호역이나 암사역에서 걸어서 갈 수 있는 거리입니다.,1,325,"['천호역', '이나', '암사역', '걸다', '갈다', '수', '거리', '이다']"
이 한강공원의 좋은 점은 나무와 다리 아래 그늘이 많다는 점이에요.,2,325,"['한강', '공원', '좋다', '점', '은', '나무', '다리', '아래', '그늘', '많다', '점', '이에요']"
"또한 카페, 편의점, 자전거대여, 수영장, 축구장, 테니스장, 생태숲 등이 있습니다.",3,325,"['카페', '편의점', '자전거', '대여', '수영장', '축구장', '테니스장', '생태', '숲']"
"드론을 날리고, 자전거를 운전하고, 제가 볼 시간이 없었던 다른 것들을 할 수 있는 멋진 공원입니다.",0,326,"['드론', '날리다', '자전거', '운전', '하고', '볼', '없다', '하다', '수', '멋지다', '공원', '이다']"
경치 아름다운 곳입니다.,0,327,"['경치', '아름답다', '곳', '이다']"
아름답고 편안한 공원,0,328,"['아름답다', '편안하다', '공원']"
최고의 장소 한강,0,329,"['최고', '장소', '한강']"
서울 동쪽 출입구 자전거 공원,0,330,"['서울', '동쪽', '출입구', '자전거', '공원']"
시큼한,0,331,['시큼하다']
좋은,0,332,['좋다']
좋은 곳,0,333,"['좋다', '곳']"
