리뷰,rep,index,Processing
시원하고 깔끔한 냉면이 먹고 싶을때는 항상 가는 곳입니다.,0,156,"['시원하다', '깔끔하다', '냉면', '먹다', '싶다', '는', '항상', '가다', '곳', '이다']"
정열이형 기타 잘쳐,0,157,"['정열', '이형', '잘', '치다']"
조금더 있어야 할듯,0,158,"['더', '하다']"
한강에서   방화대교   방향으로   가가보면   공기도   좋고   주변경치도   넘  좋아요,0,159,"['한강', '방화대교', '방향', '가가', '보다', '공기', '도', '좋다', '주변', '경치', '도', '넘다', '좋다']"
많은분들이   함께  즐기셨으면   해요,1,159,"['많다', '분', '즐기다', '해', '요']"
탁트인 한강 풍경을 맘껏 즐길 수 있습니다.,0,160,"['탁트인', '한강', '풍경', '맘껏', '즐기다', '수']"
서로 매너있게 공간을 즐기시면 더없이 좋은 곳입니다.,1,160,"['서로', '매너', '공간', '즐기다', '더없이', '좋다', '곳', '이다']"
Iam 데이트에요,0,161,"['Iam', '데이트', '에요']"
한적하니 좋아요,0,162,"['한적하다', '좋다']"
난지한강공원 넓고 다양한 즐길거리 좋아요,0,163,"['난', '지', '한강', '공원', '넓다', '다양하다', '즐', '길거리', '좋다']"
잔디가 많이 없어져서 아쉬워요,0,164,"['잔디', '많이', '없어지다', '아쉽다']"
넓은 잔디밭과 수풀이 아울러진 공원.,0,165,"['넓다', '잔디밭', '수풀', '아우르다', '공원']"
산책코스로도 손색이없다.,1,165,"['산책', '코스', '도', '손색', '없다']"
풍경 좋아요,0,166,"['풍경', '좋다']"
서울에서 불 피우며 피크닉 할 수 있는 몇 안되는 공간.,0,167,"['서울', '불', '피우다', '피크닉', '하다', '수', '안되다', '공간']"
캠핑으론 별로. 시장바닥임.,1,167,"['캠핑', '으론', '별로', '시', '장바닥', '임']"
불 피우는 피크닉으론 좋다.,2,167,"['불', '피우다', '피크닉', '으론', '좋다']"
자연과 가까운 열린 공간에서 가족과 함께 즐기기에 최적화된 한강 공원입니다,0,168,"['자연', '가깝다', '열리다', '공간', '가족', '즐기다', '최적화', '되다', '한강', '공원', '이다']"
잔디밭에서 아이들과 놀기 좋음,0,169,"['잔디밭', '놀다', '좋다']"
가볍게여가활동과스포츠를즐길수있는~휠링이되는곳만남의장소도될수있는곳,0,170,"['가볍다', '여가', '활동', '스포츠', '즐기다', '휠링', '되다', '곳', '만남', '장소', '도', '되다', '곳']"
이런 시설이 서울에 있어서 너무 좋음.,0,171,"['이렇다', '시설', '서울', '너무', '좋다']"
"스포츠와 피크닉, 자전거라이딩등 뭐하나 못할것이 없음.",1,171,"['스포츠', '피크닉', '자전거', '라이딩', '뭐', '못', '하다', '없다']"
낮에가면 텐트치기 좋고 밤에는 강건너 야경도 이뻐요,0,172,"['낮', '가면', '텐트', '치기', '좋다', '밤', '에는', '강', '건너', '야경', '도', '이쁘다']"
핀박는건 안되는걸로 알고있어요,1,172,"['핀', '박다', '안되다', '는걸', '알다']"
요즘처럼 2미터 거리유지가 필요할때 딱입니다..,0,173,"['요즘', '처럼', '미터', '거리', '유지', '필요하다', '딱이다', '..']"
널찍한 곳에 흩어져서 시원한 바람쐬니 좋아요,1,173,"['널찍하다', '곳', '흩어지다', '시원하다', '바람', '쐬다', '좋다']"
캠핑하는 느낌은 좋지만 이리저리 나가는돈 계산하면 차라리 펜션이 낫지않나 싶음 ㅎ,0,174,"['캠핑', '하다', '느낌', '은', '좋다', '이리저리', '나가다', '돈', '계산', '하다', '펜션', '낫', '지', '않다', '싶다', 'ㅎ']"
넓은 광장과 한강이 있어서 놀기 좋았습니다.,0,175,"['넓다', '광장', '한강', '놀다', '좋다']"
옆에 하늘 공원과 난지천 공원이 있어서 산책하기 좋습니다.,1,175,"['옆', '하늘', '공원', '난지천', '공원', '산책', '하다', '좋다']"
운동 하기에 최고죠,0,176,"['운동', '하다', '최고', '죠']"
"일단, 오늘 행사는 진심 엉망진창..",0,177,"['오늘', '행사', '는', '진심', '엉망', '진창', '..']"
"스탭들이 쓰레기정리 하는분들이랑 행사부스 진행하는분들, 촬영하는분, 매표소 이렇게밖에 없었음..",1,177,"['스탭들', '쓰레기', '정리', '하다', '분', '이랑', '행사', '부스', '진행', '하다', '분', '촬영', '하다', '분', '매표소', '이렇게', '밖에', '없다', '..']"
셔틀 운행도 행사관계자랑 기사님이랑 전혀 연계도 안되어있고 기사님 두분이서만 전화로 결정하고 운행간격도 15분에 탄력적운행이라고만 해놔서 몇시 몇분에 오는지도 모르고 무작정 기다리기만하고 셔틀위치도 지도를 뒤집어놔서 반대로갔다가 헤매고 막상 위치로 가도 정차구역표시도 없이 화살표만 있어서 저포함 10팀 정도가 전혀 엉뚱한곳에서 버스 기다리고 있었는데 안내하는분들은커녕 버스조차도 오지 않아서 한시간기다림..,2,177,"['셔틀', '운행', '도', '행사', '관계자', '랑', '기사', '님', '이랑', '전혀', '연', '계', '도', '안되다', '기사', '님', '두', '분', '이서', '만', '전화', '결정', '하고', '운행', '간격', '도', '15분', '탄력', '적', '운행', '이라고', '만', '해', '놓다', '시', '분', '오는', '지도', '모르다', '무작정', '기다리다', '기만', '하고', '셔틀', '위치', '도', '지도', '뒤지다', '놓다', '반대', '가다', '헤매다', '막상', '위치', '가도', '정차', '역표시', '도', '없이', '화살표', '만', '포함', '10', '팀', '정도', '전혀', '엉뚱하다', '곳', '버스', '기다리다', '안내', '하다', '분', '은커녕', '버스', '오지', '않다', '한', '기다림', '..']"
심지어 그늘도없는곳에서 행사한다고 게스트분들도 뙤약볕 드는 무대에 올라가고..,3,177,"['그늘', '도', '없다', '곳', '행사', '하다', '게스트', '분들', '도', '뙤약볕', '들다', '무대', '올라가다', '..']"
"아니, 운영비를 게스트분들 모시는데 다쓰셨나봄..",4,177,"['아니다', '운영', '비', '게스트', '분들', '모시다', '다', '쓸다', '봄', '..']"
20주년 기념이고 타국 가수가 내한까지한 행사인데 초라한 느낌이 너무 들었음..,5,177,"['20', '주년', '기념', '이고', '타국', '가수', '내한', '한', '행사', '인데', '초라하다', '느낌', '너무', '들다', '..']"
가수분 아니었음 살거사고 집에가서 푹쉬었을만큼 할것도없고 죄다 물건만팔고ㅠㅠ 누가 기획했니?,6,177,"['가수', '분', '아니다', '살다', '사고', '집', '에가', '서다', '푹쉬다', '하다', '없다', '죄다', '물건', '만', '팔고', 'ㅠㅠ', '누가', '기획', '하다']"
얼굴좀 보자ㅠㅠ 실망이 너무 커요!,7,177,"['얼굴', '보다', 'ㅠㅠ', '실망', '너무', '크다']"
넓고 좋은데 나오자마자 대로변이라서 교통이 좀 불편함,0,178,"['넓다', '좋다', '나오다', '대로', '변', '이라서', '교통', '불편하다']"
바람불어 시원.,0,179,"['바람', '불어', '시원']"
햇볕은 쨍쨍,1,179,"['햇볕', '은', '쨍쨍']"
굿~,0,180,['굿']
바람이 적당히 불어 시원하고 강변이라서 좋고 자전거도로를 새로 포장했어요.,0,181,"['바람', '적당하다', '불어', '시원하다', '강변', '이라서', '좋다', '자전거', '도로', '새롭다', '포장', '하다']"
한강물이흐르고  더위가 한풀꺾인듯이 시원하고  곳곳에쉬면서   놀수있는 공간이  기다리고 있습니다,0,182,"['한', '강물', '흐르다', '더위', '한풀', '꺾다', '시원하다', '곳곳', '쉬다', '놀수', '공간', '기다리다']"
오세요,1,182,['오다']
난지한강으로,2,182,"['난', '지', '한강']"
교통이 불편합니다.,0,183,"['교통', '불편하다']"
걷는게 힘드시면 나오기 전에 미리 택시 호출하시는게 좋을듯합니다,1,183,"['걷다', '힘들다', '나오다', '전', '미리', '택시', '호출', '하다', '좋다', '하다']"
지금은 먼곳 못가시죠,0,184,"['지금', '은', '멀다', '곳', '못', '갈다']"
여행온 느낌 받으실거에요,1,184,"['행온', '느낌', '받다']"
저는 매주 일요일 가요,2,184,"['는', '매주', '일요일', '가요']"
주말에도 피크닉존은 좀일찍 가면 자리가 있어서 도심에서 캠핑온 느낌을 낼 수 있어요,0,185,"['주말', '에도', '피크닉', '존', '은', '일찍', '가면', '자리', '도심', '캠핑', '온', '느낌', '낼', '수']"
아직 여름 만큼은 아니지만 벌써 사람들이 북적입니다.,0,186,"['아직', '여름', '만큼은', '아니다', '벌써', '사람', '북적', '이다']"
시원한 바람쐬면서 맥주한잔하고 하늘공원쪽으로 넘러가도 좋습니다.,1,186,"['시원하다', '바람', '쐬다', '맥주', '한잔', '하고', '하늘', '공', '원', '쪽', '넘다', '가도', '좋다']"
가족 연인과 함께 보내기 좋은 장소에요 👍🏼…,0,187,"['가족', '연인', '보내다', '좋다', '장소', '에요', '👍🏼']"
늘 좋습니다~,0,188,"['늘', '좋다']"
HAND 공연 다녀왔고 난민촌이었다.,0,189,"['HAND', '공연', '다녀오다', '난민', '촌', '이다']"
아직은 쌀 쌀 합니다,0,190,"['아직', '은', '쌀', '쌀', '하다']"
"조용하고 편안함 , 주차도 수월하고 편하게 도심속 자연을 즐길 수 있음",0,191,"['조용하다', '편안함', '주차', '도', '수월하다', '편하다', '도심', '속', '자연', '즐기다', '수']"
바람쐬기  좋은곳,0,192,"['바람', '쐬다', '좋다', '곳']"
라이딩길 왕복 78km탔어요~,0,193,"['라이딩', '길', '왕복', '78', 'km']"
공사구간 곳곳 있었지만 나들이 장소 최고에요,1,193,"['공', '사구간', '곳곳', '나들이', '장소', '최고', '에요']"
청춘페스티벌을 보기위해 갓다 교통이 다소 불편하나 셔틀버스를 운행한다 화장실을 늘리거나 청결부분을 신경써야 할 것같다,0,194,"['청춘', '페스티벌', '보기', '위해', '갓', '다', '교통', '불편하다', '셔틀버스', '운행', '하다', '화장실', '늘리다', '청결', '부분', '신경', '써다', '하다']"
누가 화장실 문 앞에 대변을 누엇다 이해할 수가 없다,1,194,"['누가', '화장실', '문', '앞', '대변', '누엇다', '이해', '하다', '수가', '없다']"
우리팀 경기 이겼어요~~~ㅋ,0,195,"['팀', '경기', '이기다', '~~~', 'ㅋ']"
바람세기 좋습니다,0,196,"['바람', '세기', '좋다']"
산책 좋아요,1,196,"['산책', '좋다']"
자전거 전용도로가 있어서 한강나들이하기 좋아요.,0,197,"['자전거', '전용', '도로', '한강', '나들이', '하다', '좋다']"
사람 진짜 많아요,0,198,"['사람', '진짜', '많다']"
사진찍을때는 좋고 풍경이 이쁘던데요,1,198,"['사진', '찍', '는', '좋다', '풍경', '이쁘다']"
다른 한강공원보다 조용하고 한적하다.,0,199,"['한강', '공원', '보다', '조용하다', '한적하다']"
애견 산책하기 좋은 코스인 것 같다.,1,199,"['애견', '산책', '하다', '좋다', '코스', '인']"
깨끗하고 사람 적어서 좋음~,0,200,"['깨끗하다', '사람', '적다', '좋다']"
쉬어가는 자전거 라이더들 많음,1,200,"['쉬다', '자전거', '라이더', '많다']"
주차장이 있기는 하지만 가급적이면 대중교통을 이용하는것이 좋습니다.,0,201,"['주차장', '가급적', '이면', '대중교통', '이용', '하다', '좋다']"
"아이들,반려견들이 산책하기 좋네요.",0,202,"['반려견', '산책', '하다', '좋다']"
강바람의 시원함과 세계 어느 도시에 비교해도 뛰어난 뷰가 매력적임.,0,203,"['강바람', '시원하다', '세계', '도시', '비교', '하다', '뛰어나다', '뷰', '매력', '적임']"
피크닉하기 좋은 장소입니다,0,204,"['피크닉', '하다', '좋다', '장소', '이다']"
서울에 있는 강으로 산책하러 가기 좋고 외국인들도 오기에 매우 좋다,0,205,"['서울', '강', '산책', '하다', '가기', '좋다', '외국인', '도', '오기', '매우', '좋다']"
한강 공원 중 가장 쿨한 곳,0,206,"['한강', '공원', '중', '가장', '쿨하다', '곳']"
교통이 불편하고 주차비를 받지만 야구를 할 수 있음.,0,207,"['교통', '불편하다', '주', '차비', '받다', '야구', '하다', '수']"
공연도 자주 함.,1,207,"['공연', '도', '자주', '함']"
억새가한창입니다.,0,208,"['억새', '한창', '이다']"
사진찍기매우좋습니다,1,208,"['사진', '찍기', '매우', '좋다']"
복잡하지 않고 조용합니다,0,209,"['복잡하다', '않다', '조용하다']"
건너편과는 완전 다른 분위기입니다,1,209,"['건너편', '과는', '완전', '분위기', '이다']"
넓고 편안한휴식을취할수있어서좋아요,0,210,"['넓다', '편안하다', '휴식', '취', '하다', '좋다']"
사람도 많지만 재미있음,0,211,"['사람', '도', '많다', '재미있다']"
자전거타고 바람맞으니 시원해뇨,1,211,"['자전거', '타고', '바람맞다', '시원하다', '뇨']"
송추에있구요,0,212,['송추']
아주맛있구요,1,212,"['아주', '맛있다']"
늘가고싶고그리워지는그맛입니다,2,212,"['늘다', '그립다', '맛', '이다']"
좋다 특히나 가을에 갈대가 많을때 정말 아름답다,0,213,"['좋다', '특히', '가을', '갈대', '많다', '정말', '아름답다']"
서울에서 제일 잘꾸며진 한강공원으로 손가락에 꼽을거 같네요,0,214,"['서울', '제일', '잘', '꾸미다', '한강', '공원', '손가락', '꼽을거']"
짬뽕이 맛있네요.,0,215,"['짬뽕', '맛있다']"
가격은 다소 비싸고 건더기가 너무 적어요.,1,215,"['가격', '은', '비싸다', '건더기', '너무', '적다']"
넓은 잔디공원에서 한강을 보며 즐길 수 있어요,0,216,"['넓다', '잔디', '공원', '한강', '보다', '즐기다', '수']"
다른 한강공원보다 큰규모  행사도 많이하고 쉴수있는곳,0,217,"['한강', '공원', '보다', '크다', '규모', '행사', '도', '많다', '쉬다', '곳']"
앞에 자전거타는 친구들이 좀 무서워,0,218,"['앞', '자전거', '친구', '무섭다']"
용,1,218,['용']
한강에서 즐기는 페스티벌이 여름축제로 즐길수 있어 넘 좋습니다,0,219,"['한강', '즐기다', '페스티벌', '여름', '축제', '즐기다', '넘다', '좋다']"
시원하고 요즘은 한가하고 좋아요^^,0,220,"['시원하다', '요즘', '은', '한가하다', '좋다', '^^']"
가격도 저렴하구요^^,1,220,"['가격', '도', '저렴하다', '^^']"
넓은 잔디가 있어 아이들이나 애견이 뛰어놀기 좋아요.,0,221,"['넓다', '잔디', '이나', '애견', '뛰어놀다', '좋다']"
서울시내에서 숲속에있는 기분을 느낄 수 있어 좋았습니다.,0,222,"['서', '울', '시내', '숲속', '기분', '느끼다', '수', '좋다']"
탁트인 공간,0,223,"['탁트인', '공간']"
가족과 함께 연인과 함께 산책하기에 아주 좋은 장소입니다,0,224,"['가족', '연인', '산책', '하다', '아주', '좋다', '장소', '이다']"
아이와자전거타러왔어요~,0,225,"['자전거', '오다']"
너무좋은 난지한강공원!,1,225,"['너무', '좋다', '난', '지', '한강', '공원']"
가족이나 연인과 놀기 딱 좋은 곳 입니다.,0,226,"['가족', '이나', '연인', '놀다', '좋다', '곳', '이다']"
자전거족들때문에 개짜증났음.,0,227,"['자전거', '족', '때문', '개', '짜증나다']"
얘네들은 브레이크 잡을줄 모르고 과속이 일상임,1,227,"['얘', '들다', '브레이크', '잡다', '모르다', '과속', '상임']"
시설이 계속 업그레이드가 되고 있네요.,0,228,"['시설', '계속', '업그레이드', '되다']"
좋습니다. ^^,1,228,"['좋다', '^^']"
주차하기 힘든 것 빼고 도심내 휴식공간으로 좋은 곳임,0,229,"['주차', '하다', '힘드다', '빼다', '도심', '내', '휴식', '공간', '좋다', '곳임']"
굿입니다ㅎㅎㅎ,0,230,"['굿', '이다', 'ㅎㅎㅎ']"
아이들과 놀러가기 너무 좋은 곳 입니다~^^,0,231,"['놀다', '가기', '너무', '좋다', '곳', '이다', '~^^']"
강과 꽃...그리고 휴식 !! 놀이와 운동까지 가능한 국내 최고가의 무료 공원~~~^^,0,232,"['강', '꽃', '휴식', '!!', '놀이', '운동', '가능하다', '국내', '최고', '가의', '무료', '공원', '~~~^^']"
한강물에 가까이 갈 수 있고 그늘막치고 놀기 좋음.,0,233,"['한', '강물', '가까이', '갈다', '수', '그늘', '막', '치고', '놀다', '좋다']"
자전거 타기에 좋아요,0,234,"['자전거', '좋다']"
한강이랑 바로 맞닿아 있어요,1,234,"['한강', '이랑', '맞닿다']"
요트계류장이 완공되어 가고 있네요....,0,235,"['요트', '계류', '장이', '완공', '되어다', '가다', '....']"
시민을 위한 공간,0,236,"['시민', '위', '한', '공간']"
교통편이 좀 애매하지만 페스티벌 장소로는 아주 멋지고 좋음,0,237,"['교통', '편이', '애매하다', '페스티벌', '장소', '로는', '아주', '멋지다', '좋다']"
자전거 타기도 좋고 한강이 보여서 좋아요,0,238,"['자전거', '타', '기도', '좋다', '한강', '보', '여서', '좋다']"
쉽지는 않은 접근성 하지만 최고의 가성비 (미리 사서간다면),0,239,"['쉬다', '않다', '접근성', '최고', '가성', '비', '미리', '사서', '간다', '면']"
가족과 나들이 하기엔 너무 좋아요.,0,240,"['가족', '나들이', '하다', '너무', '좋다']"
대중 교통으로 접근하기 용이하고 산책하기 좋은 코스.,0,241,"['대중', '교통', '접근', '하다', '용이하다', '산책', '하다', '좋다', '코스']"
자전거 물놀이 야구 등 여러가지의 휴식과 운동을 할수 있음,0,242,"['자전거', '물놀이', '야구', '여러가지', '휴식', '운동', '하다']"
생태숲이 있어 산책하기 좋아요,0,243,"['생태', '숲', '산책', '하다', '좋다']"
한강 옆이라 더워도 바람 때문에 시원하네요😊…,0,244,"['한강', '옆', '이라', '덥다', '바람', '때문', '시원하다', '😊']"
여름에 아이들과 수영장 정말 좋아요,0,245,"['여름', '수영장', '정말', '좋다']"
무대 설치 중,0,246,"['무대', '설치', '중']"
차없으면 가기 개 빡센 곳,0,247,"['차', '없다', '가기', '개', '빡센', '곳']"
한적하게 휴식을 취할 수 있는 곳.,0,248,"['한적하다', '휴식', '취할', '수', '곳']"
다만 주말에는 사람이 미어터짐.,1,248,"['주말', '에는', '사람', '밉다', '터지다']"
오타디움 참여하러 처음 왔어요!,0,249,"['타', '디움', '참여', '하다', '처음', '오다']"
푸르르고 시원하고 좋아요,1,249,"['푸르르', '고', '시원하다', '좋다']"
바람이 좋고 한강변 경치가 이쁘죠,0,250,"['바람', '좋다', '한', '강변', '경치', '이쁘다']"
"한강공원 자체로는 좋았지만 페스티벌,공연 등등 크게 운영할때 조금 미흡한 부분이 있었습니다.",0,251,"['한강', '공원', '자체', '로는', '좋다', '페스티벌', '공연', '크게', '운영', '하다', '미흡하다', '부분']"
서울이 아닌 것 처럼 공기가 좋아요.,0,252,"['서울', '아니다', '처럼', '공기', '좋다']"
가까운 곳에 살지 않으면 오가기 불편함... ㅜㅡㅜ,0,253,"['가깝다', '곳', '살', '지', '않다', '오가다', '불편하다', 'ㅜㅡㅜ']"
코로나검사 하러갔습니다.,0,254,"['코로나', '검사', '하다', '가다']"
친절하고 빠르게 검사해 주셔서 감사했습니다,1,254,"['친절하다', '빠르다', '검사', '하다', '주다', '감사하다']"
민들레홀씨가 너무 많이 날리지만 너무 좋았어요,0,255,"['민들레', '홀씨', '너무', '많이', '날리다', '너무', '좋다']"
"산책하기 접근성, 조용함, 자연 상급",0,256,"['산책', '하다', '접근성', '조용하다', '자연', '상급']"
걷기 좋고 풍경 좋은 곳입니다.,0,257,"['걷기', '좋다', '풍경', '좋다', '곳', '이다']"
몽골텐트에 곰팡이가 많고 모기도 많음,0,258,"['몽골', '텐트', '곰팡이', '많다', '모기', '도', '많다']"
가을 낙엽 느끼며 걷기좋은곳입니딘,0,259,"['가을', '낙엽', '느끼다', '걷기', '좋다', '곳', '이다', '딘']"
연휴 끝나고 나니 한적한게 좋네요!,0,260,"['연휴', '끝나다', '나니', '한적하다', '좋다']"
환상적이고 젊음이 넘치는 공간..강추,0,261,"['환상', '적', '이고', '젊음', '넘치다', '공간', '..', '강추']"
아아들  하고 놀기좋아요,0,262,"['아아', '하다', '놀다', '좋다']"
캠핑도하고,1,262,"['캠핑', '도하', '고']"
날좋을땐 이곳!!,0,263,"['날', '좋다', '땐', '곳', '!!']"
걷기좋고 강바람도 쉬원하네요,0,264,"['걷기', '좋다', '강바람', '도', '쉬', '원하다']"
가족과 함께 여유를 즐기다갑니다,0,265,"['가족', '여유', '즐기다', '가다']"
걷기운동으로5킬로왕복하고왔어요,0,266,"['걷기', '운동', '킬로', '왕복', '하고', '오다']"
걷기운동으로 아주조은장소라생각합니다,0,267,"['걷기', '운동', '아주', '조', '은', '장소라', '생각', '하다']"
오프 루트 페스트 2019,0,268,"['오프', '루트', '페스트', '2019']"
트랙킹코스로 요즘 애용중,0,269,"['트랙', '킹', '코스', '요즘', '애용', '중']"
산책하며 걷기 좋음.,0,270,"['산책', '하다', '걷기', '좋다']"
라이딩들이 많음.,1,270,"['라이딩', '많다']"
자차로갈때편함,0,271,"['차로', '갈다', '편하다']"
대중교통으로가기는 불편,1,271,"['대중교통', '으로가', '기다', '불편']"
공원모기들이넘많음!,0,272,"['공', '원', '모기', '넘다', '많다']"
살충제한번살포해야되겠습니다!,1,272,"['살충제', '한번', '살포', '하다', '겠다']"
군데군데 쓰레기가 있습니다.,0,273,"['군데군데', '쓰레기']"
좀더 청소에 신경써야 할것같습니다.,1,273,"['좀더', '청소', '신경', '써다', '하다']"
사람들이 많아서 자전거 조심해야되요,0,274,"['사람', '많다', '자전거', '조심하다', '요']"
쉬기 좋아요,0,275,"['쉬다', '좋다']"
"한강공원중 큰규모, 대규모 공연이 많이열린다",0,276,"['한강', '공원', '중', '크다', '규모', '대규모', '공연', '많이', '열', '린다']"
캠핑 자전거 야구등 뭐든지 즐길수있는곳,0,277,"['캠핑', '자전거', '야구', '뭐', '든지', '즐기다', '곳']"
나들이 가기 딱 좋은곳,0,278,"['나들이', '가기', '좋다', '곳']"
한강공원 + 자전거는 최고의 조합이다.,0,279,"['한강', '공원', '자전거', '는', '최고', '조합', '이다']"
휴게 공간이 많아서 좋네요,0,280,"['휴게', '공간', '많다', '좋다']"
슾과 강 잔디밭을 즐기고 캠핑할 수 있는 장소,0,281,"['슾', '강', '잔디밭', '즐기다', '캠핑', '하다', '수', '장소']"
가족과 함께 하는 즐거움이 있다,0,282,"['가족', '하다', '즐거움']"
태풍을 뚫고 락페중,0,283,"['태풍', '뚫다', '락페중']"
잘  관리되고  쉬기  조은 곳임,0,284,"['자다', '관리', '되다', '쉬다', '좋다', '곳임']"
장소자체는 좋은데 올해 그플은 최악,0,285,"['장소', '자체', '는', '좋다', '올해', '그플', '은', '최악']"
"시내에서 낰시를 즐길수있는곳이지만, 손맛만 .",0,286,"['시내', '낰시', '즐기다', '곳', '손맛', '만']"
캠핑장 바닥공사좀 하세요,0,287,"['캠핑장', '바닥', '공사', '하다']"
먼지를 먹을러간건지 고기를 머그러간건지  다신 안감,1,287,"['먼지', '먹다', '간', '건지다', '고기', '머', '그렇다', '간', '건지다', '다시다', '안감']"
봄에 공연보기 좋아요,0,288,"['봄', '공연', '보기', '좋다']"
잔디가 좋아서 아이들 놀기 아주 좋음,0,289,"['잔디', '좋다', '놀다', '아주', '좋다']"
공기가 좋아서,0,290,"['공기', '좋다']"
그린플러그드2019,0,291,"['그린플러그드', '2019']"
여자야구 페스티벌 2019!!!,0,292,"['여자', '야구', '페스티벌', '2019', '!!!']"
강아지와 유모차로 산책하기 편해요,0,293,"['강아지', '유모차', '산책', '하다', '편하다']"
한강 좋죠.,0,294,"['한강', '좋다']"
그런데 차 델데가 없지롱,1,294,"['차', '델데', '없', '지롱']"
여의도 바라보는 뷰가 좋아요,0,295,"['여의도', '바라보다', '뷰', '좋다']"
행복,0,296,['행복']
멍때리기 좋은ㅈ곳,0,297,"['멍', '때리다', '좋다', 'ㅈ', '곳']"
시민들의 건강 증진,0,298,"['시민', '건강', '증진']"
넓은.,0,299,['넓다']
쾌적한.,1,299,['쾌적하다']
놀기좋은.,2,299,"['놀다', '좋다']"
활동적인.,3,299,"['활동', '적', '인']"
자전거 대여해서 재밌게 놀았습니다,0,300,"['자전거', '대여', '하다', '재밌다', '놀다']"
페스티벌때문에 가봄,0,301,"['페스티벌', '때문', '가보다']"
편안히 쉴수있어 좋아요,0,302,"['편안하다', '쉬다', '좋다']"
볼거리 누릴거리가 많아요,0,303,"['볼거리', '누리다', '거리', '많다']"
높은곳에 올라가면 속이 뻥 뚫려요 ~~,0,304,"['높다', '곳', '올라가다', '속이다', '뻥', '뚫리다', '~~']"
언제든 찾아갈 수 있는곳이지요,0,305,"['든', '찾아가다', '수', '곳', '이지', '요']"
좋은곳,0,306,"['좋다', '곳']"
깨끗하고 잘 정비되어 있음,0,307,"['깨끗하다', '자다', '정비', '되어다']"
한강의 조용한 싐터,0,308,"['한강', '조용하다', '싐터']"
아이와 함께하기 좋아요,0,309,"['하다', '좋다']"
깨끗하고 넓고 노는데 좋습니다.,0,310,"['깨끗하다', '넓다', '놓다', '좋다']"
"캠핑장으로도, 산책으로도 최고",0,311,"['캠핑장', '으로도', '산책', '으로도', '최고']"
메타쉐콰이어 숲길이 좋았다,0,312,"['메타쉐콰이어', '숲길', '좋다']"
공원 행사가 겹치면 주차가 아주 헬입니다,0,313,"['공원', '행사', '겹', '치면', '주차', '아주', '헬입니', '다']"
좋아요~,0,314,['좋다']
가끔 풍경도 좋아요,0,315,"['가끔', '풍경', '도', '좋다']"
너무 흥청망청....두번 다시 찾고 싶지 않음.,0,316,"['너무', '흥청망청', '....', '두', '번', '다시', '찾다', '싶다', '않다']"
멀어요,0,317,['멀다']
역에서 멀어서 주변 역에서 버스타고 오세요^^,1,317,"['역', '멀다', '주변', '역', '버스', '타고', '오다', '^^']"
꽁꽁얼었던 한강 좋았습니다,0,318,"['꽁꽁', '얼다', '한강', '좋다']"
사람이없어서한적하다.,0,319,"['사람', '없다', '한적하다']"
경치좋고 운동하기좋음,0,320,"['경치', '좋다', '운동', '하다', '좋다']"
지금 공사중입니다,0,321,"['지금', '공사', '중', '이다']"
아무것도 없어요,1,321,"['아무', '도', '없다']"
가족들과 피크닉하기 좋은 장소임,0,322,"['가족', '피크닉', '하다', '좋다', '장소', '임']"
자연과 인조의 조화,0,323,"['자연', '인조', '조화']"
이제 늦게가도 무료가아닌가보네,0,324,"['이제', '늦다', '무료', '아니다', '가보다']"
즐거운 주말을 가족과 지낼수 있는 곳,0,325,"['즐겁다', '주말', '가족', '지내다', '곳']"
점심 먹고 산책 하는곳,0,326,"['점심', '먹다', '산책', '하다', '곳']"
북한산과 한강 조망이 쫘악,0,327,"['북한', '산', '한강', '조', '망', '쫘악']"
제공되는 테이블이 좀 작습니다ㅠ,0,328,"['제공', '되다', '테이블', '작다', 'ㅠ']"
좋아요,0,329,['좋다']
꼭 방문하세요,1,329,"['꼭', '방문', '하다']"
피크닉하기 좋은곳,0,330,"['피크닉', '하다', '좋다', '곳']"
야경이 참 예뻐요,0,331,"['야경', '차다', '예쁘다']"
아름다운 한강,0,332,"['아름답다', '한강']"
할리스 행사 다녀옴,0,333,"['할리스', '행사', '다녀오다']"
아빠들은 낚시 엄마랑 아이는 자전거 타기,0,334,"['아빠', '은', '낚시', '엄마', '랑', '는', '자전거']"
좋은사람들과 함께해서,0,335,"['좋다', '사람', '하다']"
좋아 라이딩 하기 뛰어놀기 좋아,0,336,"['좋다', '라이딩', '하다', '뛰어놀다', '좋다']"
좋음,0,337,['좋다']
페스티벌장소로 정말 좋습니다!,0,338,"['페스티벌', '장소', '정말', '좋다']"
한강을 보며 한가롭게 걸을 수 있는 곳,0,339,"['한강', '보다', '한가롭다', '걸', '수', '곳']"
야구장 잔디관리 좀 해주세요,0,340,"['야구장', '잔디', '관리', '해주다']"
상암동에서의 유일한 산 ???,0,341,"['상암동', '에서의', '유일하다', '산', '???']"
페스티벌 장소로 괜찮아요,0,342,"['페스티벌', '장소', '괜찮다']"
공기 좋고 쾌적합니다,0,343,"['공기', '좋다', '쾌적하다']"
자전거 티기가 너무너무 좋더라구요,0,344,"['자전거', '티기', '너무', '너무', '좋다']"
산책 다니기 좋아요,0,345,"['산책', '다니다', '좋다']"
맨날 밤에 가서 어둡기만 했음,0,346,"['맨날', '밤', '가다', '어둡다', '하다']"
