리뷰,rep,index,Processing
시민공원이 더 많이 생겼으면좋겠네요,0,235,"['시', '민공', '원', '더', '많이', '생기다', '좋다']"
여의도뷰가 가장 이쁜 곳,0,236,"['여의도', '뷰', '가장', '이쁘다', '곳']"
탄산물 조아조아 나머지는 기냥기래요,0,237,"['탄산', '물', '조아', '조아', '나머지', '는', '기', '냥', '기다']"
동작대교 밑 제2주차장이 좋은것 같아요,0,238,"['동작대교', '밑', '주차장', '좋다']"
강아지 산책으로 좋아요,0,239,"['강아지', '산책', '좋다']"
좋아요,0,240,['좋다']
한강과 강남을 보며 한가한 산책을 즐길 수 있습니다.,0,241,"['한강', '강남', '보다', '한가하다', '산책', '즐기다', '수']"
좋아요~~^,0,242,"['좋다', '~~^']"
한강 경치를 조망할수 있는곳^^,0,243,"['한강', '경치', '조', '망하다', '곳', '^^']"
그냥 한강  주차장 좁아서 차끌고가가 불편  걸어가기도 불편,0,244,"['그냥', '한강', '주차장', '좁다', '차', '끄다', '불편', '걸어가다', '불편']"
산책하기 좋은 곳,0,245,"['산책', '하다', '좋다', '곳']"
여의도 불꽃축제 최적의 스팟,0,246,"['여의도', '불꽃', '축제', '최적', '스팟']"
특별한거 없음..,0,247,"['특별하다', '없다', '..']"
그냥 한강공원,1,247,"['그냥', '한강', '공원']"
운동하기 좋고  산책하기 좋아요,0,248,"['운동', '하다', '좋다', '산책', '하다', '좋다']"
그저 걷기.,0,249,['걷기']
한강 조깅  로드길  아침마다  운동을 간다.,0,250,"['한강', '조깅', '로드', '길', '아침', '마다', '운동', '간다']"
남녀노소 가족동반 산책하기 좋음.,0,251,"['남녀', '노소', '가족', '동반', '산책', '하다', '좋다']"
걷어보기엔 환상적장소입미다,0,252,"['걷다', '보기', '엔', '환상', '적장', '소입', '밉다']"
아름답고 운동하기 딱이예요,0,253,"['아름답다', '운동', '하다', '딱이다']"
주차 하고 공원까지 거리가 멀어요,0,254,"['주차', '하다', '공원', '거리', '멀다']"
한강은항상마음에안식처입니다,0,255,"['한강', '은', '항상', '마음', '안식처', '이다']"
산책장소로 좋음,0,256,"['산책', '장소', '좋다']"
저전거 타다가 쉬기 좋은 곳,0,257,"['전', '거', '타', '다가', '쉬다', '좋다', '곳']"
자전거라이딩 하기좋은곳.,0,258,"['자전거', '라이딩', '하다', '좋다', '곳']"
정성드린 음식 좋아요,0,259,"['정성', '드리다', '음식', '좋다']"
산책하기 참 좋다,0,260,"['산책', '하다', '차다', '좋다']"
그냥 언제든 좋아요,0,261,"['그냥', '든', '좋다']"
예술작품이 많아요.,0,262,"['예술', '작품', '많다']"
아이스크림 케이크 맛집,0,263,"['아이스크림', '케이크', '맛집']"
사장님 부부가 친절해용,0,264,"['사장', '님', '부부', '친절하다']"
자전거 타기좋아요,0,265,"['자전거', '좋다']"
시원한 봄날을 즐겨요,0,266,"['시원하다', '봄날', '즐기다']"
너무 한가롭고좋아요,0,267,"['너무', '한가롭다', '좋다']"
자연과 하나된 모습...,0,268,"['자연', '되다', '모습']"
주말에 피크닉하러가세요 ㅎ,0,269,"['주말', '피크닉', '하다', 'ㅎ']"
석양은 멋지지만 그거 말고 없음,0,270,"['석양', '은', '멋지다', '그거', '말고', '없다']"
자전거타고가기쉬워요,0,271,"['자전거', '쉽다']"
달리기하고 편의점에서 맥주한잔개꾸르,0,272,"['달리기', '하고', '편의점', '맥주', '한잔', '개', '꾸다', '르']"
산책 하기 좋아요,0,273,"['산책', '하다', '좋다']"
경치가 너무 좋아요,0,274,"['경치', '너무', '좋다']"
좋죠,0,275,['좋다']
한강은 언제나,1,275,"['한강', '은', '언제나']"
자전거 타고 가고 있어요,0,276,"['자전거', '타고', '가다']"
깨끗하고 좋습니다 ㅎㅎ,0,277,"['깨끗하다', '좋다', 'ㅎㅎ']"
시민들의 휴식처..쪼아요..,0,278,"['시민', '휴식', '처', '..', '쪼아', '요', '..']"
여름에 놀기좋겠어요.,0,279,"['여름', '놀다', '좋다']"
산책 하기 좋은 곳,0,280,"['산책', '하다', '좋다', '곳']"
아쥬,0,281,['아쥬']
좋아요^^♥♥♥,1,281,"['좋다', '^^', '♥♥♥']"
너무좋아요^^,0,282,"['너무', '좋다', '^^']"
쿄ㅐ적해용,0,283,"['쿄', 'ㅐ', '적', '하다']"
한강공원은 최고입니다,0,284,"['한강', '공원', '은', '최고', '이다']"
산책의최고장소,0,285,"['산책', '최고', '장소']"
산책.,0,286,['산책']
자전거 다양하게,1,286,"['자전거', '다양하다']"
가장 사람없는 여유로운 한강공원,0,287,"['가장', '사람', '없다', '여유', '로운', '한강', '공원']"
한강은 언제나 최고,0,288,"['한강', '은', '언제나', '최고']"
👍…,0,289,['👍']
멋있멋짐조용최고,0,290,"['멋있다', '멋지다', '좋다', '최고']"
경치가조아요,0,291,"['경', '치가', '좋다']"
이촌동의 밥값을 버티는 공원,0,292,"['이촌동', '밥값', '버티다', '공원']"
한강은 모두 좋습니다.,0,293,"['한강', '은', '좋다']"
산책하기가 너무 좋았음,0,294,"['산책', '하다', '너무', '좋다']"
20119세계불꽃축제,0,295,"['20119', '세계', '불꽃', '축제']"
바람 솔솔 모기없음,0,296,"['바람', '솔솔', '모기', '없다']"
천국,1,296,['천국']
좋아 산책하기에,0,297,"['좋다', '산책', '하다']"
"산책, 조깅에 최고",0,298,"['산책', '조깅', '최고']"
이촌동사람들은좋겠당,0,299,"['이촌동', '사람', '은', '좋다']"
가격쌈...맛,0,300,"['가격', '쌈', '맛']"
ㅁㆍ멋지네요,0,301,"['ㅁ', 'ㆍ', '멋지다']"
"저녁노을 산책하면서,,,",0,302,"['저녁', '노을', '산책', '하다', ',,,']"
싸이클로 갈수있는 곳,0,303,"['싸이클', '갈수', '곳']"
야경맛집입니다.,0,304,"['야경', '맛집', '이다']"
조형물이 그로테스크하다,0,305,"['조형', '물이', '그로테스크', '하다']"
접근이 어려움,0,306,"['접근', '어려움']"
경치가 좋아요,0,307,"['경치', '좋다']"
쉬기 좋은 장소,0,308,"['쉬다', '좋다', '장소']"
넓은 잔디밭,0,309,"['넓다', '잔디밭']"
매우좋습니다,0,310,"['매우', '좋다']"
덜붐비는 한깅공원.,0,311,"['덜', '붐비다', '한', '깅', '공원']"
한강,0,312,['한강']
산책하기 좋은곳,0,313,"['산책', '하다', '좋다', '곳']"
한적합니다,0,314,['한적하다']
대박,0,315,['대박']
좋아요,0,316,['좋다']
굿굿,0,317,['굿굿']
좋음,0,318,['좋다']
굳굳,0,319,"['굳다', '굳다']"
용산구 이촌동 시민공원,0,320,"['용산구', '이촌동', '시민', '공원']"
그냥,0,321,['그냥']
조음,0,322,['조음']
아름답습니다.,0,323,['아름답다']
좋아..,0,324,"['좋다', '..']"
추워요,0,325,['춥다']
가족의 쉼터,0,326,"['가족', '쉬다', '터']"
치킨최고,0,327,"['치킨', '최고']"
2018 해돋이,0,328,"['2018', '해돋이']"
넘 멋져유,0,329,"['넘다', '멋지다', '유']"
가족나드리 일번지,0,330,"['가족', '드리다', '번지']"
산책 운동,0,331,"['산책', '운동']"
너무너무좋아여,0,332,"['너무', '너무', '좋다']"
젊음의 광장,0,333,"['젊음', '광장']"
커플데이트,0,334,"['커플', '데이트']"
이촌 한강 공원에서,0,335,"['이촌', '한강', '공원']"
조아요,0,336,['좋다']
불꽃놀이,0,337,['불꽃놀이']
붸리 굿,0,338,"['붸리', '굿']"
재미서,0,339,"['재미', '서']"
동네 산책로,0,340,"['동네', '산책로']"
야경 굳,0,341,"['야경', '굳다']"
굳 !,0,342,['굳다']
조아용,0,343,['좋다']
조아여,0,344,['좋다']
좋아요,0,345,['좋다']
좋음,0,346,['좋다']
이촌역까지 걸어가기 그리 멀지 않아요.,0,347,"['이촌역', '걸어가다', '그리다', '멀다', '않다']"
서울불꽃축제 때문에 왔어요.,1,347,"['서울', '불꽃', '축제', '때문', '오다']"
사람은 많았지만 그래도 질서정연했어요.,2,347,"['사람', '은', '많다', '질서정연하다']"
반대편 풍경도 꽤 괜찮아요.,3,347,"['반대편', '풍경', '도', '꽤', '괜찮다']"
내려오면 가실 수 있어요.,4,347,"['내려오다', '가시다', '수']"
마포대교에 도착합니다.,5,347,"['마포대교', '도착', '하다']"
밤에는 물이 있습니다.,6,347,"['밤', '에는', '물이']"
빛의 댄스쇼가 아름답습니다.,7,347,"['빛', '댄스', '쇼', '아름답다']"
평화로운 산책.,0,348,"['평화롭다', '산책']"
"바람, 새들의 지저귀는 소리, 도시의 전망을 좋아합니다...",1,348,"['바람', '새', '지', '귀', '는', '소리', '도시', '전망', '좋아하다']"
반려견 동반 환경개들이 산책되는 것을 본,2,348,"['반려견', '동반', '환경', '개', '들이다', '산책', '되다', '보다']"
아침 조깅에서 들르는 곳입니다.,0,349,"['아침', '조깅', '들르다', '곳', '이다']"
한강의 해안에는 63빌딩이 솟아오르고 여의도를 한눈에 볼 수 있는 장소가 있습니다,1,349,"['한강', '해안', '에는', '63', '빌딩', '솟아오르다', '여의도', '한눈', '볼', '수', '장소']"
"(^^) 200430
8/4에서 호우로 한강이 증수했고, 8/6에는 이 일대가 완전히 수몰했다.",2,349,"['(^^)', '200430', '\r\n', '8/4', '호우', '한강', '증수', '하다', '8/6', '에는', '일대', '완전하다', '수', '몰다', '하다']"
증수시의 모습과 그 후입니다.,3,349,"['증', '수시', '모습', '후', '이다']"
"200805, 200813, 200817",4,349,"['200805', '200813', '200817']"
여느 한강 공원과 마찬가지로 이 곳 역시 저녁 시간이 좋고 주말 피크닉 장소로도 좋습니다.,0,350,"['여느', '한강', '공원', '마찬가지', '곳', '역시', '저녁', '좋다', '주말', '피크닉', '장소', '도', '좋다']"
다른 한강 공원에 비해 규모는 작지만 관리가 잘 되어 있어 편리합니다.,1,350,"['한강', '공원', '비다', '규모', '는', '작', '관리', '자다', '되어다', '편리하다']"
주차 공간이 많고 앉아서 평온함을 즐길 수 있는 열린 공간이 있습니다.,2,350,"['주차', '공간', '많다', '앉다', '평온하다', '즐기다', '수', '열리다', '공간']"
그 장소에는 편의점도 있습니다.,3,350,"['장소', '에는', '편의점', '도']"
자가용으로 가는 것을 추천합니다.,4,350,"['자가용', '가다', '추천', '하다']"
다른 공원에 비해 뷰는 별로 좋지는 않지만 꽤 괜찮습니다,0,351,"['공원', '비다', '뷰', '는', '별로', '좋다', '않다', '꽤', '괜찮다']"
"좋은 장소이며 전용 자전거 도로, 많은 녹지 및 스포츠 경기장이 있습니다.",0,352,"['좋다', '장소', '이며', '전용', '자전거', '도로', '많다', '녹지', '스포츠', '경기장']"
화장실과 식수대도 고르게 배치되어 있어 매우 편리합니다.,1,352,"['화장실', '식수', '대도', '고르다', '배치', '되어다', '매우', '편리하다']"
좋은 날씨에 와서 시간을 보내기 좋은 곳이에요.,2,352,"['좋다', '날씨', '오다', '보내다', '좋다', '곳', '이에요']"
한강의 전망을 감상할 수 있는 아름다운 장소!,0,353,"['한강', '전망', '감상', '하다', '수', '아름답다', '장소']"
강 건너편에는 여의도도 보입니다!,1,353,"['강', '건너편', '에는', '여의도', '도', '보이다']"
이촌한강공원은 중랑천교와 원효대교 사이 강 북쪽에 위치해 있다.,0,354,"['이촌', '한강', '공원', '은', '중랑천', '교', '원효대교', '사이', '강', '북쪽', '위치', '하다']"
"강변을 따라 갈대, 억새, 코스모스 등 계절별로 아름다운 꽃과 식물이 자라고 있어 산책은 물론 가족 나들이 코스로도 인기가 높다.",1,354,"['강변', '따르다', '갈대', '억새', '코스모스', '계절', '별로', '아름답다', '꽃', '식물', '자라다', '산책', '은', '가족', '나들이', '코스', '도', '인기', '높다']"
휴식을 취하기 좋은 곳입니다.,0,355,"['휴식', '취하', '기', '좋다', '곳', '이다']"
평화로운.,1,355,['평화롭다']
그리고 야경도 좋아요.,2,355,"['야경', '도', '좋다']"
하지만 차가 없으면 가기 힘든 곳이다.,3,355,"['차갑다', '없다', '가기', '힘드다', '곳', '이다']"
멋진 일몰 전망과 피크닉을 즐기기에 편안합니다!,0,356,"['멋지다', '일몰', '전망', '피크닉', '즐기다', '편안하다']"
화장실깨끗한 화장실!,1,356,"['화장실', '깨끗하다', '화장실']"
강변을 따라 있는 공원에서 하루를 보내기에 좋은 장소입니다.,0,357,"['강변', '따르다', '공원', '하루', '보내다', '좋다', '장소', '이다']"
잔디가 있는 개방적인 공간을 제공합니다.,1,357,"['잔디', '개방', '적', '인', '공간', '제공', '하다']"
햇빛을 피할 수 있는 텐트와 휴식을 취할 수 있는 캠핑 의자를 설치할 수 있습니다.,2,357,"['햇빛', '피', '하다', '수', '텐트', '휴식', '취할', '수', '캠핑', '의자', '설치', '하다', '수']"
복잡하고 시끄러운 도시생활에서 신선한 공기를 느낄 때마다 한강 근처 도시공원으로 가보세요.,0,358,"['복잡하다', '시끄럽다', '도시', '생활', '신선하다', '공기', '느끼다', '마다', '한강', '근처', '도시', '공원', '가보다']"
"한강변공원에 갔는데 막힘도 없어서 시원했고, 앉아서 물 흐르는 모습도 편안하게 느껴졌습니다.",1,358,"['한', '강변', '공원', '가다', '막히다', '없다', '시원하다', '앉다', '물', '흐르다', '모습', '도', '편안하다', '느껴지다']"
아이들이나 가족과 함께 와서 쉬어가기 좋아요.,2,358,"['이나', '가족', '오다', '쉬다', '좋다']"
"서울에서는 보기 드문 달리기, 산책, 자전거 타기에 좋은 곳입니다.",0,359,"['서울', '에서는', '보기', '드물다', '달리기', '산책', '자전거', '좋다', '곳', '이다']"
"산책도 하고, 자전거도 타고, 아이들과 함께 피크닉을 즐기기에도 좋은 곳입니다.",0,360,"['산책', '도', '하다', '자전거', '도', '타고', '피크닉', '즐', '기기', '에도', '좋다', '곳', '이다']"
좋고 평화롭습니다.,0,361,"['좋다', '평화롭다']"
공원 옆에 주차하세요.,1,361,"['공원', '옆', '주차', '하다']"
많은 조각품.,2,361,"['많다', '조각품']"
저녁에는 전망이 좋아요,3,361,"['저녁', '에는', '전망', '좋다']"
강변 산책로가 있는 넓은 공원 지역.,0,362,"['강변', '산책로', '넓다', '공원', '지역']"
"좋은 산책, 좋은 전망, 재미있는 예술.",0,363,"['좋다', '산책', '좋다', '전망', '재미있다', '예술']"
한강을 따라 산책하기 좋은 곳,0,364,"['한강', '따르다', '산책', '하다', '좋다', '곳']"
걷고 뛰기 좋은 곳,0,365,"['걷다', '뛰다', '좋다', '곳']"
가족과 함께 산책하기 좋아요,0,366,"['가족', '산책', '하다', '좋다']"
한강변 공원 중 하나.,0,367,"['한', '강변', '공원', '중']"
지하철 이촌역 4번출구에서 도보로 15~20분 소요됩니다.,1,367,"['지하철', '이촌역', '번', '출구', '도보', '15~20분', '소요', '되다']"
즐길거리가 별로 없었습니다.,2,367,"['즐기다', '거리', '별로', '없다']"
그늘이 별로 없기 때문에 여름에는 방문하지 마세요.,3,367,"['그늘', '별로', '없다', '때문', '여름', '에는', '방문', '하다', '말다']"
강 북쪽에 있는 한강 공원은 (슬프게도) 남쪽에 있는 공원만큼 좋지 않습니다.,0,368,"['강', '북쪽', '한강', '공원', '은', '슬프다', '남쪽', '공원', '좋다', '않다']"
전망과 분위기는 그다지 좋지 않으며 종종 접근하기가 조금 더 어렵습니다.,1,368,"['전망', '분위기', '는', '그다지', '좋다', '않다', '종종', '접근', '하다', '더', '어렵다']"
하지만 확실히 사람들의 이동이 적고 따라서 더 평화롭습니다!,2,368,"['확실하다', '사람', '이동', '적다', '더', '평화롭다']"
서울국제불꽃놀이 때 한강 이편에 갔어요.,0,369,"['서울', '국제', '불꽃놀이', '한강', '이편', '가다']"
불꽃놀이 장소는 여의도 쪽보다 조금 더 가깝지만 장소는 더 작습니다.,1,369,"['불꽃놀이', '장소', '는', '여의도', '쪽', '보다', '더', '가깝다', '장소', '는', '더', '작다']"
불꽃놀이를 가까이서 보고 싶다면 조금 일찍 도착하는 것이 현명할 것입니다.,2,369,"['불꽃놀이', '가까이', '서', '보고', '싶다', '일찍', '도착', '하다', '현명하다', '이다']"
또한 나무가 시야를 가리므로 높은 곳을 선택하세요.,3,369,"['나무', '시야', '가리다', '높다', '곳', '선택', '하다']"
건배!,4,369,['건배']
한강 최고의 휴식 장소 중 하나가 너무 좋았어요!,0,370,"['한강', '최고', '휴식', '장소', '중', '너무', '좋다']"
아침 조깅이나 저녁 산책을 즐기기에 좋은 장소놀이터풍부하다화장실풍부하다반려견 동반 환경좋아요,0,371,"['아침', '조깅', '이나', '저녁', '산책', '즐기다', '좋다', '장소', '놀이터', '풍부하다', '화장실', '풍부하다', '반려견', '동반', '환경', '좋다']"
피크닉 구역풍부하다,1,371,"['피크닉', '구역', '풍부하다']"
아름다운 곳.,0,372,"['아름답다', '곳']"
평화로운 분위기.,1,372,"['평화롭다', '분위기']"
낮에도 저녁에도 산책하기 좋은 곳,0,373,"['낮', '에도', '저녁', '에도', '산책', '하다', '좋다', '곳']"
놀라운 장소..,0,374,"['놀랍다', '장소', '..']"
사람도 많지 않고 풍경도 좋아요.,0,375,"['사람', '도', '많다', '않다', '풍경', '도', '좋다']"
강아지 산책하기 좋은 곳,1,375,"['강아지', '산책', '하다', '좋다', '곳']"
호수 옆에 있는 공원이에요.,0,376,"['호수', '옆', '공원', '이에요']"
자전거를 타고 공놀이를 하기에 좋습니다.,1,376,"['자전거', '타고', '공', '놀이', '하다', '좋다']"
"산책과 자전거 타기, 피크닉을 좋아합니다.",0,377,"['산책', '자전거', '피크닉', '좋아하다']"
주차 가능,1,377,"['주차', '가능']"
매우 조용한 공원으로 휴식에 이상적입니다.,0,378,"['매우', '조용하다', '공원', '휴식', '적', '이다']"
아름다운,1,378,['아름답다']
아들과 저는 이 공원을 하루종일 걸었고 매우 기뻤습니다,0,379,"['아들', '는', '공원', '하루', '종일', '걸다', '매우', '기쁘다']"
:),1,379,[':)']
이 공원 근처 어디든 놀랍습니다.,0,380,"['공원', '근처', '든']"
그게 전부입니다.,1,380,"['그게', '이다']"
쉬거나 놀기 좋은 곳.,0,381,"['쉬다', '놀다', '좋다', '곳']"
좋은 곳인데 거기 가서 다행이었어,0,382,"['좋다', '곳', '인데', '거기', '가다', '다행', '이다']"
도심 속 멋진 휴양지!,0,383,"['도심', '속', '멋지다', '휴양지']"
내가 가장 좋아하는 장소 중 하나,0,384,"['내', '가장', '좋아하다', '장소', '중']"
자전거 타기 좋다,0,385,"['자전거', '좋다']"
돌아다니기에 시원해요,0,386,"['돌아다니다', '시원하다']"
서울의 안전하고 상쾌한 곳,0,387,"['서울', '안전하다', '상쾌하다', '곳']"
비싸지만 맛있다,0,388,"['비싸다', '맛있다']"
피크닉에 좋음,0,389,"['피크닉', '좋다']"
그저 그래,0,390,['그렇다']
런즈앤로지스,0,391,"['런', '즈', '앤로', '지스']"
좋은,0,392,['좋다']
좋은 장소,0,393,"['좋다', '장소']"
이와 같이,0,394,[]
여기가 좋아,0,395,['좋다']
좋은 장소,0,396,"['좋다', '장소']"
최고의 장소,0,397,"['최고', '장소']"
